#{"t_start": 1657820044.003312, "env_id": "Ur5eReach-v0"}
r,l,t
-0.837144,3,1803.936442
-0.799656,2,1823.897388
-0.87646,1,1834.06222
-0.75839,1,1846.807186
-0.851553,2,1858.29768
-1.144561,2,1877.929335
-0.987738,2,1898.823682
-0.314805,2,1915.922331
-1.671705,3,1942.461167
-1.217672,3,1964.104846
-1.527217,3,1985.967229
-2.484769,4,2027.66387
-0.892952,2,2045.630229
-0.60311,2,2062.361912
-1.200801,2,2085.040899
-1.481823,2,2101.986865
-0.535728,2,2123.600886
-0.71958,1,2134.219873
-1.127821,2,2150.834116
-2.480818,5,2187.701298
-1.473592,2,2214.300209
-0.75321,1,2226.533858
-0.729717,3,2248.546165
-1.033073,2,2263.901157
-0.733007,2,2282.026471
-0.760382,1,2293.11882
-0.760388,1,2299.755182
-1.246391,2,2314.972754
-1.803967,4,2350.818482
-1.157239,2,2372.449666
-1.077023,2,2395.644203
-0.931689,3,2428.917525
-0.748481,3,2458.76844
-1.104062,2,2478.029136
-0.695238,2,2502.690884
-1.215399,3,2524.547026
-0.761242,2,2542.244901
-0.92649,2,2557.560405
-1.019181,3,2590.71291
-2.080109,4,2634.518902
-1.492856,3,2665.10288
-0.851809,2,2684.449617
-1.119529,2,2709.028864
-1.091162,4,2735.839687
-0.753085,1,2747.88039
-1.245231,2,2763.779658
-1.075367,3,2790.795097
-1.374855,2,2808.013262
-1.719862,3,2832.671894
-1.183,3,2858.271893
-2.88459,6,2905.599258
-1.674664,3,2932.310575
-1.029012,2,2954.398728
-0.920655,2,2971.49742
-1.675347,3,2999.219409
-1.332093,2,3021.731011
-1.205409,2,3037.48941
-1.249386,2,3058.268662
-0.984756,3,3085.167855
-1.169434,2,3104.717965
-0.549405,2,3126.533657
-2.007636,4,3156.329251
-1.107816,2,3181.832368
-1.119126,3,3220.643973
-0.827729,1,3232.945501
-1.648882,3,3263.977014
-1.423608,4,3297.656294
-1.639728,3,3322.146033
-1.592769,3,3341.29598
-1.170608,3,3372.377182
-0.594554,2,3390.9894
-0.766578,1,3407.614617
-1.771053,3,3434.265664
-1.066943,2,3456.624463
-1.692092,3,3491.58445
-0.797578,2,3511.464445
-1.259594,2,3537.989018
-1.95317,4,3566.411935
-0.774746,2,3582.029947
-1.561816,3,3603.28169
-0.759954,1,3615.353603
-1.409868,3,3633.193331
-0.667968,2,3656.662367
-1.656063,3,3682.608137
-1.651135,3,3702.451509
-1.903571,4,3742.063917
-1.074153,2,3760.585155
-1.290689,3,3788.857611
-2.722655,5,3826.79735
-1.421069,3,3848.175566
-1.187858,3,3875.379337
-0.74962,2,3899.649529
-1.447673,4,3930.378924
-1.427292,4,3956.969656
-1.706021,3,3982.363015
-0.64326,2,3998.197819
-1.013973,2,4017.837121
-2.029213,4,4052.545032
-0.766053,1,4067.621398
-1.925016,3,4102.928601
-0.925389,2,4121.009764
-0.578228,2,4141.760312
-1.657211,4,4175.711855
-1.269798,3,4200.181222
-1.642757,4,4231.438312
-1.457712,4,4261.019526
-1.706967,3,4287.513808
-1.516039,3,4311.426469
-1.039878,3,4335.69153
-0.600646,2,4355.092573
-1.883935,4,4393.938958
-1.166229,2,4413.141633
-1.707197,3,4437.391388
-0.956483,2,4456.762975
-0.880837,2,4483.486535
-1.269156,3,4514.295923
-1.53764,3,4539.263973
-1.089685,2,4561.797879
-1.170116,2,4579.739098
-1.489405,3,4606.908881
-0.710093,2,4625.609686
-0.836037,2,4642.347225
-1.541991,4,4674.678779
-0.86409,3,4697.744586
-1.923964,4,4733.890117
-0.752578,2,4751.25734
-1.074119,2,4775.746089
-1.324234,3,4797.401101
-0.640193,2,4818.539905
-1.504342,2,4835.421903
-1.003237,2,4851.189434
-1.409823,2,4867.872717
-1.262691,4,4913.108248
-1.285123,3,4937.103103
-1.363594,3,4966.046474
-1.354365,3,5001.278376
-1.941234,3,5038.944741
-1.029586,3,5065.546577
-0.377235,2,5086.876595
-0.794284,2,5110.849997
-1.332654,3,5140.913683
-0.270109,2,5164.721459
-1.4024,2,5187.050587
-1.398552,3,5212.736825
-1.145688,2,5229.454851
-1.135672,2,5251.898247
-1.398605,2,5274.170498
-1.579766,3,5299.091815
-0.933058,3,5324.434402
-1.053063,2,5339.76044
-1.001268,2,5355.056582
-0.757736,1,5372.067129
-0.807399,1,5383.467649
-1.303389,3,5411.642033
-1.35721,2,5431.785816
-1.387703,3,5455.279389
-0.819046,2,5471.974116
-0.885955,2,5488.920473
-1.102197,2,5508.899594
-1.442056,3,5542.465773
-1.29866,3,5573.645895
-0.974387,2,5596.520521
-1.243058,2,5612.214181
-0.986974,2,5630.48848
-0.869363,2,5644.356325
-0.853458,3,5674.690253
-0.705397,2,5693.146117
-2.149389,4,5727.130182
-1.378053,2,5740.697223
-1.666093,4,5783.876267
-0.778143,1,5795.528699
-0.798348,2,5816.410532
-1.032601,2,5839.395769
-0.890686,1,5854.256782
-0.879879,3,5887.176765
-1.143833,2,5908.920956
-0.886903,2,5927.174155
-0.960326,2,5950.693885
-0.734725,2,5971.931668
-1.858595,4,6007.998444
-1.217372,2,6031.781158
-1.236461,2,6050.837571
-0.8703,2,6065.163837
-1.03694,3,6090.657971
-0.79693,2,6106.233079
-0.951945,2,6124.464391
-0.93305,2,6136.581762
-1.723101,3,6160.975138
-0.075354,1,6184.093706
-1.203186,3,6213.21726
-1.156636,3,6240.579936
-1.350623,2,6262.211039
-1.040236,3,6285.309709
-1.528504,3,6313.659655
-0.617699,2,6331.483355
-0.815723,1,6345.387974
-0.351238,2,6365.47982
-2.109437,5,6416.734185
-0.663984,2,6437.246067
-0.995817,2,6455.852871
-1.850295,4,6489.937679
-1.358122,4,6525.380454
-2.138133,5,6562.935058
-0.782566,2,6589.917143
-1.104044,2,6614.533621
-0.833017,2,6631.868526
-2.169952,4,6666.495158
-1.076757,2,6685.744252
-0.855245,2,6707.307335
-0.652064,2,6725.709698
-1.415092,3,6747.549781
-0.802817,1,6759.68043
-0.934339,2,6780.947584
-1.450498,3,6810.639415
-1.367187,3,6840.141859
-0.792827,2,6858.414765
-1.176119,2,6870.976947
-2.285242,4,6897.387511
-1.268506,3,6916.254493
-1.940767,5,6960.694822
-1.226662,4,6999.7962
-0.758014,1,7012.254835
-0.88627,3,7040.535702
-0.721748,2,7057.652769
-1.358782,3,7085.965827
-1.052405,2,7101.833481
-1.165051,3,7128.314144
-0.732994,2,7150.119642
-0.884085,2,7169.896439
-1.129869,2,7190.377229
-0.785666,2,7206.941137
-1.062415,3,7232.348073
-0.771441,1,7241.97842
-0.929065,3,7271.527485
-1.751729,3,7296.207938
-1.456189,4,7326.898277
-1.319984,2,7349.250866
-0.942806,3,7376.728585
-0.948028,1,7391.230685
-1.456708,3,7425.119391
-1.639333,3,7459.139686
-0.727919,2,7483.065377
-1.072528,2,7499.365249
-1.493916,3,7532.887873
-2.330468,4,7565.73158
-1.078088,2,7580.961851
-1.925461,5,7628.959397
-0.944422,3,7651.496956
-1.244924,2,7667.077452
-0.688088,2,7686.818982
-1.011638,2,7709.88815
-1.352012,2,7728.973161
-0.909233,2,7748.410794
-1.101885,2,7772.507391
-0.778242,2,7789.603292
-0.90332,3,7820.089074
-1.939592,4,7869.176809
-0.756964,1,7881.668131
-0.901897,2,7897.8995
-1.145213,2,7917.959562
-1.831032,4,7956.391049
-0.782774,2,7972.802029
-0.866362,2,7994.941802
-1.288467,3,8030.229102
-1.101985,3,8063.845485
-0.628565,2,8093.848198
-1.266235,2,8117.953029
-1.317868,2,8136.745348
-1.296236,3,8159.309214
-1.423601,2,8186.653976
-0.881218,1,8197.184882
-0.845519,2,8215.59151
-1.077236,2,8234.129779
-1.450635,3,8260.790488
-0.914363,3,8290.670736
-1.10879,2,8310.474421
-1.223817,2,8328.400101
-2.245139,4,8374.648727
-2.986623,5,8426.944781
-1.399544,3,8455.803706
-1.133583,2,8475.075162
-1.666661,4,8513.483277
-1.176801,2,8532.903428
-1.636702,3,8560.644636
-0.879272,3,8584.667724
-0.835361,3,8608.125338
-1.814474,4,8638.793818
-0.80242,2,8659.957766
-0.906103,2,8682.26036
-0.654153,1,8691.787878
-1.043364,2,8716.826917
-1.433248,2,8735.300943
-0.821345,1,8749.484212
-1.537352,3,8784.223369
-0.824726,1,8797.907667
-0.815998,2,8822.535954
-1.048445,2,8847.065909
-1.078058,2,8870.540277
-0.683425,2,8888.91714
-1.1841,2,8915.331513
-1.124128,3,8951.808882
-1.76699,4,8988.20432
-1.354904,3,9021.09519
-1.24286,3,9046.334698
-2.769464,6,9103.044238
-1.18571,3,9140.121848
-1.424174,3,9164.149175
-2.499993,5,9206.847857
-1.257807,2,9225.421094
-0.774748,1,9236.966103
-0.776375,2,9258.412977
-0.699541,2,9284.479062
-1.3654,3,9315.481706
-1.912968,4,9357.368859
-0.640831,2,9376.669508
-1.635623,3,9400.189955
-1.286747,3,9431.438688
-1.45413,3,9455.334266
-0.910041,2,9473.327796
-0.986178,3,9496.509166
-1.242373,2,9514.796025
-0.990388,2,9533.964231
-2.12628,5,9589.51564
-0.710403,2,9605.408514
-0.79432,2,9628.519045
-1.13271,3,9651.303711
-1.062021,2,9665.530107
-1.275726,4,9696.337904
-1.739697,4,9744.507247
-1.24797,2,9762.170356
-0.852172,3,9787.180273
-1.179983,2,9807.189403
-1.063216,2,9822.476828
-0.841228,2,9836.256359
-2.139001,4,9873.378706
-1.053585,2,9893.892661
-0.912963,2,9910.080254
-0.828742,1,9923.14567
-1.446319,3,9954.292948
-1.61322,3,9985.162803
-1.336934,3,10009.503434
-1.221643,2,10030.895371
-1.13378,2,10056.199133
-1.599788,3,10081.144757
-1.977758,4,10116.227189
-1.959165,4,10159.762305
-0.758736,1,10172.047724
-1.613973,3,10201.177622
-1.723861,3,10234.160177
-0.923706,2,10249.074575
-1.757445,3,10274.437814
-1.357536,3,10295.811704
-0.757258,1,10309.331556
-0.77709,1,10316.936772
-0.836279,1,10329.24953
-1.113478,2,10348.637381
-1.275147,2,10366.674285
-1.416362,2,10391.712434
-1.207031,3,10414.34482
-1.962036,4,10447.537793
-1.555029,3,10477.044092
-0.780078,3,10503.290635
-1.068854,2,10522.195839
-1.545791,3,10544.582356
-0.835386,1,10558.319844
-0.756567,1,10576.225771
-2.118397,4,10615.383393
-1.45938,3,10640.61649
-1.376869,3,10666.782741
-1.079428,2,10692.514392
-1.457228,2,10717.100782
-1.600483,3,10742.145206
-1.315906,3,10766.004811
-1.35973,4,10796.555983
-1.711128,4,10827.796695
-0.817239,1,10840.056746
-0.811718,1,10852.971836
-0.775156,2,10874.951963
-1.535122,3,10899.359476
-0.712759,2,10916.01234
-0.883868,2,10935.226952
-1.141271,3,10980.219725
-0.734069,2,11000.613142
-0.58535,3,11032.318777
-1.333333,3,11059.369787
-0.784464,2,11076.372549
-1.575236,3,11100.969023
-1.047607,2,11118.291172
-0.771396,1,11128.896472
-0.879217,2,11151.139015
-0.759342,2,11172.937181
-1.099049,3,11197.535068
-1.493302,4,11225.723206
-0.924866,2,11247.642569
-0.900226,2,11265.585891
-2.372791,5,11302.511887
-1.247239,3,11335.336425
-1.604683,3,11371.241974
-1.216667,3,11402.568185
-2.243559,4,11440.412588
-1.254503,2,11456.683122
-0.649572,2,11475.930904
-2.138971,4,11510.660594
-0.492513,2,11529.30977
-1.272266,2,11548.928448
-1.795855,3,11575.47738
-1.640127,3,11601.06157
-0.857374,1,11612.109517
-2.13615,3,11636.89062
-2.016254,4,11669.598971
-1.048367,2,11687.327304
-2.315922,4,11727.018889
-1.008148,3,11749.991404
-2.053652,4,11785.368956
-1.543208,3,11812.163776
-2.074836,4,11850.381151
-0.65958,2,11870.927685
-1.384996,5,11926.069071
-1.009913,2,11947.14195
-1.226866,2,11966.190921
-0.836539,2,11981.316836
-2.312721,4,12023.953341
-0.782464,2,12047.671453
-1.373484,4,12086.57853
-0.966534,2,12104.289523
-1.917735,4,12137.160004
-1.06343,2,12155.723562
-1.868375,4,12189.205586
-1.100878,2,12210.997599
-1.08476,2,12229.099814
-0.729935,2,12249.026158
-1.238335,3,12280.5435
-0.747204,2,12303.744507
-1.423669,3,12327.564209
-1.20897,2,12344.04888
-0.967033,2,12363.220027
-0.881571,2,12387.360759
-2.323814,5,12433.580593
-0.808221,1,12446.012307
-1.051826,2,12462.149295
-0.565703,2,12475.089446
-0.80847,1,12485.880477
-1.119262,2,12508.88339
-1.187503,2,12525.119089
-1.64872,3,12551.821201
-1.292967,2,12568.77004
-1.082224,2,12586.623946
-0.857528,2,12606.745256
-0.621467,2,12635.707153
-1.564582,3,12669.491681
-1.716161,3,12690.973961
-1.014498,2,12709.452573
-1.521072,3,12746.603099
-0.664705,2,12768.324056
-0.871729,1,12782.375982
-1.289471,3,12806.928484
-1.156943,2,12831.4451
-1.787067,3,12860.324009
-1.114577,3,12886.251586
-2.115646,4,12920.569938
-1.190963,3,12946.221011
-1.217961,2,12970.253824
-1.08961,3,12993.016869
-1.033411,2,13011.94219
-1.139083,2,13037.508907
-0.651419,2,13053.916832
-1.189903,2,13068.072135
-1.210906,2,13083.640303
-1.728186,3,13105.743896
-0.889346,2,13122.517483
-2.593459,5,13166.769054
-1.189736,2,13186.648588
-0.811585,2,13201.90761
-1.348494,2,13221.96037
-1.750308,3,13245.51315
-1.533451,5,13291.649665
-1.79292,3,13316.543178
-1.224686,2,13333.941089
-1.265243,3,13367.821392
-1.173371,3,13395.065479
-0.898171,2,13411.599674
-0.870375,1,13422.05399
-1.13953,2,13439.900136
-0.924936,2,13462.307088
-1.640954,4,13495.681327
-2.419195,5,13536.526219
-0.775391,1,13546.124135
-1.33923,3,13573.187626
-1.81359,3,13595.951343
-0.992899,3,13616.861741
-0.979589,2,13635.185388
-0.87504,2,13652.409662
-0.974362,3,13676.049352
-1.34137,4,13707.168562
-0.945583,2,13722.202297
-1.351053,3,13754.754416
-1.401369,3,13781.361833
-1.038396,3,13806.932346
-0.623293,2,13822.823683
-1.450249,2,13845.81541
-1.353066,3,13867.657692
-1.03677,2,13880.76459
-1.755629,3,13901.986598
-1.090565,3,13925.623896
-1.228878,3,13958.846717
-0.95327,2,13981.811893
-1.113688,2,13996.71292
-0.876028,3,14026.350413
-1.382615,2,14051.482097
-0.977439,2,14069.934398
-1.191734,2,14086.250561
-0.809231,1,14099.239822
-1.439631,3,14127.675239
-0.887504,2,14148.914021
-1.257293,3,14171.031533
-0.787773,2,14196.745547
-1.731851,3,14225.536392
-0.849671,2,14241.476549
-2.13688,5,14285.182247
-1.317142,2,14308.309292
-0.75644,1,14324.467939
-1.476473,3,14347.68298
-1.027411,2,14365.502381
-1.633273,4,14405.165166
-0.864901,2,14422.273415
-0.811569,2,14438.242228
-2.028369,4,14472.188201
-1.327787,2,14493.146578
-1.210682,3,14526.146202
-1.234088,3,14555.137216
-0.686161,3,14578.29105
-1.389436,3,14610.109706
-1.222356,3,14635.542254
-0.767333,1,14649.995301
-1.065631,2,14677.603266
-0.972767,2,14700.785321
-1.594718,3,14732.666564
-0.758334,1,14744.061413
-1.210081,3,14773.408036
-0.535496,2,14797.909633
-0.988398,2,14814.525395
-1.612763,3,14838.664497
-0.546896,2,14856.497816
-1.364034,3,14882.124185
-0.955534,2,14899.028068
-1.763085,4,14932.385273
-1.461685,2,14948.795453
-0.988617,3,14974.096319
-1.338282,3,15007.651575
-1.76693,4,15044.001161
-1.096776,3,15074.553055
-1.313806,3,15108.568455
-0.474658,2,15130.667068
-0.705664,2,15149.2197
-1.396388,2,15169.802426
-1.270616,3,15190.927388
-0.896808,2,15209.636365
-1.307022,3,15231.603435
-1.349242,2,15251.116578
-0.913085,2,15269.991803
-1.611857,4,15308.978323
-1.193825,4,15339.78598
-1.019335,2,15358.992952
-0.725982,2,15378.129473
-1.328067,3,15410.580238
-0.77105,2,15431.386065
-1.791045,3,15463.634505
-1.72643,3,15485.714526
-1.312633,4,15522.067945
-1.635823,4,15572.427887
-1.053339,2,15586.445315
-0.898685,2,15602.677208
-1.135786,2,15619.918306
-0.901612,2,15636.32512
-1.298253,3,15663.994146
-2.460488,6,15724.549635
-0.862865,2,15750.833366
-1.161053,3,15780.505857
-0.782598,1,15792.478428
-0.97172,2,15811.612468
-0.930196,2,15836.01733
-1.817533,3,15869.398526
-1.011084,2,15893.850729
-0.838313,1,15906.013143
-1.14541,3,15933.690573
-1.359456,3,15960.381014
-1.196631,2,15979.390885
-0.741523,2,15997.816535
-0.779953,1,16009.264103
-1.047209,3,16042.808106
-1.739511,4,16077.356303
-1.571555,3,16103.184744
-1.033143,4,16134.121332
-0.906928,2,16154.738047
-1.098218,3,16182.953009
-0.931838,2,16204.756643
-0.866707,2,16223.70977
-1.314241,2,16244.867577
-0.818764,1,16262.810997
-0.249579,2,16280.690489
-1.88568,4,16322.412187
-1.383889,4,16366.213888
-0.980532,3,16388.5971
-0.993186,2,16404.044489
-0.766222,1,16415.148612
-0.735535,2,16429.815749
-1.323387,2,16447.945915
-0.781009,1,16462.139603
-1.287423,3,16484.053415
-2.107116,4,16520.984846
-0.645879,2,16542.05299
-1.027253,2,16562.383954
-0.828413,2,16580.660562
-1.607811,4,16615.542322
-0.821763,1,16629.316272
-1.360461,2,16646.78039
-0.836551,2,16669.940827
-0.656217,2,16692.206714
-1.526041,3,16721.391205
-0.65582,2,16738.661813
-0.762304,1,16750.089061
-1.790972,3,16780.647633
-2.782325,5,16823.109926
-1.036863,3,16861.771703
-2.075864,4,16896.909328
-1.026829,1,16911.099119
-1.353221,2,16931.609513
-1.798043,5,16973.102246
-1.230431,3,16996.771637
-0.846798,2,17025.848918
-0.762805,1,17037.654756
-0.998338,3,17059.691887
-1.124455,3,17082.180787
-1.722784,4,17115.728305
-2.600887,6,17156.293429
-1.61024,4,17192.173517
-1.272024,2,17210.973506
-0.368602,2,17228.264384
-0.864146,2,17250.665154
-1.856307,3,17282.578288
-0.355296,2,17302.392916
-1.152733,4,17349.915121
-2.016546,4,17382.147307
-1.105491,3,17415.413254
-0.764386,1,17429.296129
-1.448171,3,17457.782392
-1.081594,2,17477.536586
-1.813421,4,17514.715663
-0.680633,2,17531.892384
-1.112594,3,17564.36018
-0.662191,2,17584.627349
-0.680189,2,17604.926079
-0.621123,2,17619.866024
-0.911499,1,17630.001018
-1.241206,2,17654.78419
-3.198611,6,17710.020323
-1.34883,3,17743.956105
-0.839233,1,17757.610655
-1.327732,4,17786.888952
-1.283696,3,17811.833042
-1.211549,2,17827.58208
-1.369847,3,17852.953832
-0.758179,1,17865.312146
-0.806798,2,17888.981876
-1.474442,4,17917.420976
-0.790723,2,17937.885922
-0.826541,1,17948.976248
-0.500394,2,17969.988867
-1.492713,3,17996.05997
-1.242063,2,18025.711455
-1.165895,2,18049.689024
-1.336255,3,18077.046689
-0.804061,1,18088.988837
-1.032236,3,18117.172123
-1.072493,2,18132.48466
-0.793336,1,18144.438334
-2.40452,5,18179.623813
-1.760115,4,18212.483596
-1.477316,4,18250.078947
-0.940875,2,18265.603635
-0.595195,2,18283.0377
-1.453111,3,18303.541179
-1.360548,4,18333.583323
-1.29566,2,18350.725805
-1.097164,2,18366.541114
-1.500922,2,18385.402897
-2.139584,4,18428.822289
-0.96246,2,18447.178063
-0.887118,2,18464.002903
-1.17604,4,18490.230289
-1.142154,3,18518.91306
-0.754077,1,18529.80488
-1.457143,3,18551.050864
-0.630182,2,18575.734158
-1.277041,3,18596.683923
-2.604937,5,18642.084002
-0.643431,2,18665.363974
-1.065791,2,18681.982251
-0.967543,2,18696.23813
-1.17242,2,18714.879527
-0.973972,2,18735.73733
-1.034009,2,18755.212781
-0.894604,3,18787.289624
-0.945514,2,18804.103356
-0.784923,1,18813.780695
-1.321475,2,18842.010019
-1.260624,4,18877.416265
-1.362875,3,18900.964383
-0.829885,1,18912.466991
-0.601606,2,18929.297984
-0.565023,2,18950.120169
-0.844752,3,18977.674261
-0.532401,2,18999.252952
-1.459755,3,19023.206374
-0.45735,2,19042.336125
-1.783916,4,19086.956699
-1.352908,2,19103.71929
-1.778077,3,19125.833252
-1.419499,3,19148.500156
-1.027231,2,19163.319386
-1.677918,3,19194.435221
-1.259415,2,19223.468023
-1.2775,2,19250.649742
-1.06789,2,19265.985182
-1.216859,2,19287.250288
-1.425148,3,19312.138093
-2.144377,4,19345.564109
-0.831124,2,19368.691546
-1.076339,2,19385.342429
-1.249247,2,19402.40298
-0.777587,2,19422.7756
-0.929399,2,19440.190538
-0.838379,1,19455.59621
-1.4569,3,19484.404093
-0.816363,2,19503.474046
-0.947592,2,19525.426353
-1.600759,4,19559.884234
-0.656472,2,19587.200458
-1.480713,3,19618.40841
-1.832174,4,19648.690266
-0.753435,2,19668.613775
-1.184585,3,19701.687707
-0.949626,2,19719.742106
-1.487802,2,19734.106693
-1.61049,5,19783.472152
-0.670908,3,19811.79953
-0.782318,2,19829.597856
-1.34606,2,19850.959387
-1.369841,3,19883.980716
-1.402843,4,19924.572886
-1.183268,3,19944.147507
-1.027256,2,19960.162795
-0.973873,3,19987.273689
-1.166791,2,20010.614636
-0.732376,2,20030.445365
-0.945797,3,20053.60061
-0.866975,2,20075.471466
-1.065864,2,20099.476549
-1.043701,2,20116.465266
-1.503212,3,20139.536871
-0.496227,1,20149.62693
-0.98704,2,20170.642646
-0.868711,2,20187.882109
-0.964148,2,20204.259885
-0.774584,3,20235.30274
-1.22331,3,20262.733068
-0.807693,2,20277.42867
-1.457811,2,20297.20161
-0.942223,3,20324.694914
-0.951432,2,20350.694737
-0.815978,2,20372.289961
-1.852121,4,20403.955269
-1.180171,2,20419.173627
-1.434091,2,20441.800201
-2.297061,5,20480.198774
-0.811527,2,20507.661552
-1.023142,2,20523.796069
-0.934783,2,20548.591686
-1.793147,5,20588.261974
-1.415421,3,20617.78426
-1.006632,2,20641.057894
-0.613188,2,20664.746035
-0.938158,2,20694.045185
-1.328944,3,20722.344766
-1.22475,2,20737.380415
-0.93025,1,20747.556691
-1.379084,2,20772.807579
-1.026194,2,20792.610053
-1.573392,4,20833.666698
-0.757925,1,20845.338332
-1.087134,3,20867.900137
-0.401245,2,20890.666696
-1.71557,3,20922.129011
-1.841523,4,20956.43195
-0.693045,3,20983.466959
-2.595835,5,21026.894151
-0.758655,1,21038.883507
-0.83102,2,21055.816526
-0.91881,2,21070.975561
-2.488165,4,21102.147173
-2.253226,4,21137.444997
-1.107256,3,21162.671761
-0.829369,1,21176.856991
-0.786271,1,21197.10932
-0.805716,1,21211.182888
-0.795078,2,21231.088845
-0.767535,2,21258.966634
-0.755719,1,21269.800476
-2.705981,5,21310.370886
-1.616561,3,21341.652276
-0.954598,2,21361.977688
-0.898899,2,21380.13945
-1.413271,3,21400.470039
-1.148416,2,21418.577524
-1.454053,4,21451.652924
-1.161068,4,21493.13864
-1.071949,2,21515.816473
-0.981554,2,21534.950519
-1.319343,4,21564.274713
-2.020432,4,21601.02858
-1.617749,3,21625.816426
-1.076532,3,21649.730844
-1.314702,3,21673.44195
-1.705892,3,21697.282753
-1.387989,2,21716.829622
-1.552669,4,21759.10798
-1.670865,3,21782.100322
-0.988951,3,21812.418278
-0.599735,2,21833.813062
-1.441136,3,21863.085296
-1.186278,3,21895.258717
-1.359668,3,21920.941011
-0.465416,2,21946.175523
-1.125446,2,21969.803533
-1.124095,2,21991.075579
-1.247831,2,22010.072044
-0.941616,2,22025.279083
-1.009433,3,22051.873459
-1.359792,3,22074.153357
-1.133709,3,22104.911412
-1.77655,3,22137.127074
-0.963881,2,22150.72553
-0.404868,2,22175.107468
-1.566174,3,22208.660452
-0.872035,2,22234.971036
-0.596789,2,22263.468264
-1.064591,2,22290.28812
-1.64694,3,22312.88554
-1.059478,2,22327.585699
-1.487065,2,22343.372777
-1.955783,3,22367.149853
-0.524769,2,22388.405959
-0.718461,2,22411.196122
-1.206766,2,22434.178758
-0.978231,3,22456.250686
-0.755996,3,22480.055813
-2.446274,5,22520.020471
-0.567161,2,22536.091813
-1.18224,3,22563.257252
-1.628021,3,22585.699941
-0.810697,3,22616.80339
-1.601946,3,22639.269432
-2.187257,5,22701.611572
-1.890568,4,22739.730752
-0.787707,1,22754.885205
-1.05381,2,22782.625242
-1.232149,3,22805.225055
-1.536006,3,22827.985567
-0.813913,1,22839.258452
-1.916802,4,22872.946177
-2.162008,4,22910.059958
-0.749399,3,22943.424123
-0.782328,2,22970.082089
-1.256824,2,22987.076539
-1.421128,3,23015.804384
-0.770777,1,23029.630657
-1.360387,2,23049.341437
-1.233752,3,23076.881114
-1.088098,2,23096.197057
-1.08904,2,23116.856572
-1.024932,2,23135.701242
-0.755273,1,23147.636367
-1.95173,4,23182.163672
-0.692626,3,23211.401158
-1.883655,5,23271.956733
-1.02196,2,23292.716663
-1.267863,3,23321.051879
-1.31701,3,23361.224051
-0.649497,2,23383.300178
-1.310089,3,23403.85076
-0.305631,2,23428.954248
-1.426253,2,23453.409604
-0.953646,2,23478.66609
-1.226683,3,23506.78044
-0.904601,2,23529.428955
-0.964979,2,23557.509788
-0.753356,1,23570.972918
-1.849658,4,23603.37081
-0.753256,1,23616.76864
-1.848467,3,23640.453709
-0.886285,2,23662.987358
-1.183038,3,23698.496946
-1.599017,4,23738.496402
-1.39452,3,23765.968855
