#{"t_start": 1659809486.244296, "env_id": "Pusher-v1"}
r,l,t
-0.148859,1,7643.281919
-0.177586,1,7657.317081
-0.11946,1,7667.11723
-0.067148,1,7675.966356
-0.096006,1,7686.484141
-0.049163,1,7701.241258
-0.093198,1,7712.165602
-0.144226,1,7725.785307
-0.089,1,7735.750799
-0.106313,1,7744.90249
-0.157995,1,7755.702307
-0.143734,1,7767.853534
-0.049157,1,7777.949126
-0.079057,1,7795.019956
-0.095444,1,7807.250819
-0.104824,1,7818.012036
-0.210225,1,7829.818799
-0.159507,1,7837.967925
-0.06816,1,7847.306596
-0.088974,1,7862.27907
-0.148584,1,7874.465371
-0.119196,1,7886.050489
-0.157112,1,7898.89474
-0.212145,1,7910.418
-0.147099,1,7919.928009
-0.248174,1,7929.654112
-0.076619,1,7942.238168
-0.098202,1,7952.562737
-0.124547,1,7963.935313
-0.069961,1,7974.114589
-0.135299,1,7984.77082
-0.170152,1,7993.694838
-0.226617,1,8003.806005
-0.113964,1,8013.169056
-0.180963,1,8022.209389
-0.193721,1,8031.500833
-0.05985,1,8042.588623
-0.066116,1,8051.884733
-0.226026,1,8063.829344
-0.175137,1,8073.605809
-0.039897,1,8085.225131
-0.086304,1,8094.101829
-0.18061,1,8106.299813
-0.112732,1,8118.952827
-0.139479,1,8127.669032
-0.146378,1,8138.51032
-0.137116,1,8150.941086
-0.14923,1,8160.101577
-0.087523,1,8169.588357
-0.091598,1,8183.177835
-0.169819,1,8193.678288
-0.150066,1,8202.373532
-0.11345,1,8214.544362
-0.107757,1,8223.687541
-0.161634,1,8233.455709
-0.144861,1,8247.946423
-0.077267,1,8261.171211
-0.043177,1,8274.758297
-0.136535,1,8284.905117
-0.165208,1,8298.059618
-0.133455,1,8309.853943
-0.102552,1,8321.81411
-0.158297,1,8335.735065
-0.078412,1,8344.784861
-0.169941,1,8357.922486
-0.15855,1,8371.849211
-0.146532,1,8383.447622
-0.107562,1,8399.149903
-0.186918,1,8414.358008
-0.142484,1,8426.656361
-0.128806,1,8439.354991
-0.214741,1,8449.156012
-0.069365,1,8459.445935
-0.203863,1,8467.832458
-0.137561,1,8478.909127
-0.148063,1,8487.988543
-0.184095,1,8497.522591
-0.072749,1,8506.993166
-0.110826,1,8521.910075
-0.133324,1,8536.469975
-0.204993,1,8547.982275
-0.11864,1,8557.955498
